#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
compressSegmentOutput_chromId_001_2_0017	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_001_2_0017		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_001_2_0017.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_001_2_0017.vcf"
callGenomeSegment_chromId_001_2_0018	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 2:208456608-220037529 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_001_2_0018.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_001_2_0018.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_001_2_0018.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_001_2_0018	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_001_2_0018		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_001_2_0018.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_001_2_0018.vcf"
callGenomeSegment_chromId_001_2_0019	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 2:220037530-231618451 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_001_2_0019.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_001_2_0019.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_001_2_0019.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_001_2_0019	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_001_2_0019		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_001_2_0019.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_001_2_0019.vcf"
callGenomeSegment_chromId_001_2_0020	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 2:231618452-243199373 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_001_2_0020.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_001_2_0020.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_001_2_0020.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_001_2_0020	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_001_2_0020		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_001_2_0020.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_001_2_0020.vcf"
callGenomeSegment_chromId_002_3_0000	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 3:1-11648379 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0000.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0000.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_002_3_0000.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_002_3_0000	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_002_3_0000		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0000.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0000.vcf"
callGenomeSegment_chromId_002_3_0001	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 3:11648380-23296758 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0001.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0001.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_002_3_0001.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_002_3_0001	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_002_3_0001		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0001.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0001.vcf"
callGenomeSegment_chromId_002_3_0002	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 3:23296759-34945137 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0002.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0002.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_002_3_0002.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_002_3_0002	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_002_3_0002		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0002.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0002.vcf"
callGenomeSegment_chromId_002_3_0003	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 3:34945138-46593516 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0003.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0003.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_002_3_0003.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_002_3_0003	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_002_3_0003		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0003.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0003.vcf"
callGenomeSegment_chromId_002_3_0004	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 3:46593517-58241894 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0004.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0004.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_002_3_0004.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_002_3_0004	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_002_3_0004		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0004.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0004.vcf"
callGenomeSegment_chromId_002_3_0005	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 3:58241895-69890272 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0005.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0005.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_002_3_0005.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_002_3_0005	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_002_3_0005		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0005.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0005.vcf"
callGenomeSegment_chromId_002_3_0006	CallGenome	command	1	1536	0	0	makeTmpDir		/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/strelka2 --region 3:69890273-81538650 --ref /data/references/b37/human_g1k_v37_decoy.fasta --max-indel-size 49 --call-regions-bed /scratch/2022_summer_internship/mjcho/FCD_project/bed/targeted.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /opt/biogrids/x86_64-linux/strelka/2.9.2/share/config/somaticIndelScoringModels.json --normal-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Normal.sorted.RGadded.marked.realigned.fixed.recal.bam --tumor-align-file /scratch/2022_summer_internship/mjcho/FCD_project/bam/Targeted_C_Disease.sorted.RGadded.marked.realigned.fixed.recal.bam --somatic-snv-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0006.vcf --somatic-indel-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0006.vcf --stats-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/runStats.chromId_002_3_0006.xml --strelka-skip-header --strelka-chrom-depth-file /scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/chromDepth.tsv --strelka-max-depth-factor 3.0
compressSegmentOutput_chromId_002_3_0006	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_002_3_0006		"/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_002_3_0006.vcf" && "/opt/biogrids/x86_64-linux/strelka/2.9.2/libexec/bgzip" "/scratch/2022_summer_internship/mjcho/FCD_project/Targeted_C_strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_002_3_0006.vcf"
